0,1461
1,1462
2,1463
3,1464
4,1465
5,1466
6,1467
7,1468
8,1469
9,1470
10,1471
11,1472
12,1473
13,1474
14,1475
15,1476
16,1477
17,1478
18,1479
19,1480
20,1481
21,1482
22,1483
23,1484
24,1485
25,1486
26,1487
27,1488
28,1489
29,1490
30,1491
31,1492
32,1493
33,1494
34,1495
35,1496
36,1497
37,1498
38,1499
39,1500
40,1501
41,1502
42,1503
43,1504
44,1505
45,1506
46,1507
47,1508
48,1509
49,1510
50,1511
51,1512
52,1513
53,1514
54,1515
55,1516
56,1517
57,1518
58,1519
59,1520
60,1521
61,1522
62,1523
63,1524
64,1525
65,1526
66,1527
67,1528
68,1529
69,1530
70,1531
71,1532
72,1533
73,1534
74,1535
75,1536
76,1537
77,1538
78,1539
79,1540
80,1541
81,1542
82,1543
83,1544
84,1545
85,1546
86,1547
87,1548
88,1549
89,1550
90,1551
91,1552
92,1553
93,1554
94,1555
95,1556
96,1557
97,1558
98,1559
99,1560
100,1561
101,1562
102,1563
103,1564
104,1565
105,1566
106,1567
107,1568
108,1569
109,1570
110,1571
111,1572
112,1573
113,1574
114,1575
115,1576
116,1577
117,1578
118,1579
119,1580
120,1581
121,1582
122,1583
123,1584
124,1585
125,1586
126,1587
127,1588
128,1589
129,1590
130,1591
131,1592
132,1593
133,1594
134,1595
135,1596
136,1597
137,1598
138,1599
139,1600
140,1601
141,1602
142,1603
143,1604
144,1605
145,1606
146,1607
147,1608
148,1609
149,1610
150,1611
151,1612
152,1613
153,1614
154,1615
155,1616
156,1617
157,1618
158,1619
159,1620
160,1621
161,1622
162,1623
163,1624
164,1625
165,1626
166,1627
167,1628
168,1629
169,1630
170,1631
171,1632
172,1633
173,1634
174,1635
175,1636
176,1637
177,1638
178,1639
179,1640
180,1641
181,1642
182,1643
183,1644
184,1645
185,1646
186,1647
187,1648
188,1649
189,1650
190,1651
191,1652
192,1653
193,1654
194,1655
195,1656
196,1657
197,1658
198,1659
199,1660
200,1661
201,1662
202,1663
203,1664
204,1665
205,1666
206,1667
207,1668
208,1669
209,1670
210,1671
211,1672
212,1673
213,1674
214,1675
215,1676
216,1677
217,1678
218,1679
219,1680
220,1681
221,1682
222,1683
223,1684
224,1685
225,1686
226,1687
227,1688
228,1689
229,1690
230,1691
231,1692
232,1693
233,1694
234,1695
235,1696
236,1697
237,1698
238,1699
239,1700
240,1701
241,1702
242,1703
243,1704
244,1705
245,1706
246,1707
247,1708
248,1709
249,1710
250,1711
251,1712
252,1713
253,1714
254,1715
255,1716
256,1717
257,1718
258,1719
259,1720
260,1721
261,1722
262,1723
263,1724
264,1725
265,1726
266,1727
267,1728
268,1729
269,1730
270,1731
271,1732
272,1733
273,1734
274,1735
275,1736
276,1737
277,1738
278,1739
279,1740
280,1741
281,1742
282,1743
283,1744
284,1745
285,1746
286,1747
287,1748
288,1749
289,1750
290,1751
291,1752
292,1753
293,1754
294,1755
295,1756
296,1757
297,1758
298,1759
299,1760
300,1761
301,1762
302,1763
303,1764
304,1765
305,1766
306,1767
307,1768
308,1769
309,1770
310,1771
311,1772
312,1773
313,1774
314,1775
315,1776
316,1777
317,1778
318,1779
319,1780
320,1781
321,1782
322,1783
323,1784
324,1785
325,1786
326,1787
327,1788
328,1789
329,1790
330,1791
331,1792
332,1793
333,1794
334,1795
335,1796
336,1797
337,1798
338,1799
339,1800
340,1801
341,1802
342,1803
343,1804
344,1805
345,1806
346,1807
347,1808
348,1809
349,1810
350,1811
351,1812
352,1813
353,1814
354,1815
355,1816
356,1817
357,1818
358,1819
359,1820
360,1821
361,1822
362,1823
363,1824
364,1825
365,1826
366,1827
367,1828
368,1829
369,1830
370,1831
371,1832
372,1833
373,1834
374,1835
375,1836
376,1837
377,1838
378,1839
379,1840
380,1841
381,1842
382,1843
383,1844
384,1845
385,1846
386,1847
387,1848
388,1849
389,1850
390,1851
391,1852
392,1853
393,1854
394,1855
395,1856
396,1857
397,1858
398,1859
399,1860
400,1861
401,1862
402,1863
403,1864
404,1865
405,1866
406,1867
407,1868
408,1869
409,1870
410,1871
411,1872
412,1873
413,1874
414,1875
415,1876
416,1877
417,1878
418,1879
419,1880
420,1881
421,1882
422,1883
423,1884
424,1885
425,1886
426,1887
427,1888
428,1889
429,1890
430,1891
431,1892
432,1893
433,1894
434,1895
435,1896
436,1897
437,1898
438,1899
439,1900
440,1901
441,1902
442,1903
443,1904
444,1905
445,1906
446,1907
447,1908
448,1909
449,1910
450,1911
451,1912
452,1913
453,1914
454,1915
455,1916
456,1917
457,1918
458,1919
459,1920
460,1921
461,1922
462,1923
463,1924
464,1925
465,1926
466,1927
467,1928
468,1929
469,1930
470,1931
471,1932
472,1933
473,1934
474,1935
475,1936
476,1937
477,1938
478,1939
479,1940
480,1941
481,1942
482,1943
483,1944
484,1945
485,1946
486,1947
487,1948
488,1949
489,1950
490,1951
491,1952
492,1953
493,1954
494,1955
495,1956
496,1957
497,1958
498,1959
499,1960
500,1961
501,1962
502,1963
503,1964
504,1965
505,1966
506,1967
507,1968
508,1969
509,1970
510,1971
511,1972
512,1973
513,1974
514,1975
515,1976
516,1977
517,1978
518,1979
519,1980
520,1981
521,1982
522,1983
523,1984
524,1985
525,1986
526,1987
527,1988
528,1989
529,1990
530,1991
531,1992
532,1993
533,1994
534,1995
535,1996
536,1997
537,1998
538,1999
539,2000
540,2001
541,2002
542,2003
543,2004
544,2005
545,2006
546,2007
547,2008
548,2009
549,2010
550,2011
551,2012
552,2013
553,2014
554,2015
555,2016
556,2017
557,2018
558,2019
559,2020
560,2021
561,2022
562,2023
563,2024
564,2025
565,2026
566,2027
567,2028
568,2029
569,2030
570,2031
571,2032
572,2033
573,2034
574,2035
575,2036
576,2037
577,2038
578,2039
579,2040
580,2041
581,2042
582,2043
583,2044
584,2045
585,2046
586,2047
587,2048
588,2049
589,2050
590,2051
591,2052
592,2053
593,2054
594,2055
595,2056
596,2057
597,2058
598,2059
599,2060
600,2061
601,2062
602,2063
603,2064
604,2065
605,2066
606,2067
607,2068
608,2069
609,2070
610,2071
611,2072
612,2073
613,2074
614,2075
615,2076
616,2077
617,2078
618,2079
619,2080
620,2081
621,2082
622,2083
623,2084
624,2085
625,2086
626,2087
627,2088
628,2089
629,2090
630,2091
631,2092
632,2093
633,2094
634,2095
635,2096
636,2097
637,2098
638,2099
639,2100
640,2101
641,2102
642,2103
643,2104
644,2105
645,2106
646,2107
647,2108
648,2109
649,2110
650,2111
651,2112
652,2113
653,2114
654,2115
655,2116
656,2117
657,2118
658,2119
659,2120
660,2121
661,2122
662,2123
663,2124
664,2125
665,2126
666,2127
667,2128
668,2129
669,2130
670,2131
671,2132
672,2133
673,2134
674,2135
675,2136
676,2137
677,2138
678,2139
679,2140
680,2141
681,2142
682,2143
683,2144
684,2145
685,2146
686,2147
687,2148
688,2149
689,2150
690,2151
691,2152
692,2153
693,2154
694,2155
695,2156
696,2157
697,2158
698,2159
699,2160
700,2161
701,2162
702,2163
703,2164
704,2165
705,2166
706,2167
707,2168
708,2169
709,2170
710,2171
711,2172
712,2173
713,2174
714,2175
715,2176
716,2177
717,2178
718,2179
719,2180
720,2181
721,2182
722,2183
723,2184
724,2185
725,2186
726,2187
727,2188
728,2189
729,2190
730,2191
731,2192
732,2193
733,2194
734,2195
735,2196
736,2197
737,2198
738,2199
739,2200
740,2201
741,2202
742,2203
743,2204
744,2205
745,2206
746,2207
747,2208
748,2209
749,2210
750,2211
751,2212
752,2213
753,2214
754,2215
755,2216
756,2217
757,2218
758,2219
759,2220
760,2221
761,2222
762,2223
763,2224
764,2225
765,2226
766,2227
767,2228
768,2229
769,2230
770,2231
771,2232
772,2233
773,2234
774,2235
775,2236
776,2237
777,2238
778,2239
779,2240
780,2241
781,2242
782,2243
783,2244
784,2245
785,2246
786,2247
787,2248
788,2249
789,2250
790,2251
791,2252
792,2253
793,2254
794,2255
795,2256
796,2257
797,2258
798,2259
799,2260
800,2261
801,2262
802,2263
803,2264
804,2265
805,2266
806,2267
807,2268
808,2269
809,2270
810,2271
811,2272
812,2273
813,2274
814,2275
815,2276
816,2277
817,2278
818,2279
819,2280
820,2281
821,2282
822,2283
823,2284
824,2285
825,2286
826,2287
827,2288
828,2289
829,2290
830,2291
831,2292
832,2293
833,2294
834,2295
835,2296
836,2297
837,2298
838,2299
839,2300
840,2301
841,2302
842,2303
843,2304
844,2305
845,2306
846,2307
847,2308
848,2309
849,2310
850,2311
851,2312
852,2313
853,2314
854,2315
855,2316
856,2317
857,2318
858,2319
859,2320
860,2321
861,2322
862,2323
863,2324
864,2325
865,2326
866,2327
867,2328
868,2329
869,2330
870,2331
871,2332
872,2333
873,2334
874,2335
875,2336
876,2337
877,2338
878,2339
879,2340
880,2341
881,2342
882,2343
883,2344
884,2345
885,2346
886,2347
887,2348
888,2349
889,2350
890,2351
891,2352
892,2353
893,2354
894,2355
895,2356
896,2357
897,2358
898,2359
899,2360
900,2361
901,2362
902,2363
903,2364
904,2365
905,2366
906,2367
907,2368
908,2369
909,2370
910,2371
911,2372
912,2373
913,2374
914,2375
915,2376
916,2377
917,2378
918,2379
919,2380
920,2381
921,2382
922,2383
923,2384
924,2385
925,2386
926,2387
927,2388
928,2389
929,2390
930,2391
931,2392
932,2393
933,2394
934,2395
935,2396
936,2397
937,2398
938,2399
939,2400
940,2401
941,2402
942,2403
943,2404
944,2405
945,2406
946,2407
947,2408
948,2409
949,2410
950,2411
951,2412
952,2413
953,2414
954,2415
955,2416
956,2417
957,2418
958,2419
959,2420
960,2421
961,2422
962,2423
963,2424
964,2425
965,2426
966,2427
967,2428
968,2429
969,2430
970,2431
971,2432
972,2433
973,2434
974,2435
975,2436
976,2437
977,2438
978,2439
979,2440
980,2441
981,2442
982,2443
983,2444
984,2445
985,2446
986,2447
987,2448
988,2449
989,2450
990,2451
991,2452
992,2453
993,2454
994,2455
995,2456
996,2457
997,2458
998,2459
999,2460
1000,2461
1001,2462
1002,2463
1003,2464
1004,2465
1005,2466
1006,2467
1007,2468
1008,2469
